Cluster_Method,Opt-k,Accuracy,F1_score,Avg_samples_cluster,Avg_classes_cluster
K_Means_Acc,48.0,0.376,0.32711813340479007,15.645833333333334,7.541666666666667
BIRCH_Acc,77.0,0.304,0.24112020435704648,9.753246753246753,4.2727272727272725
GMM_Acc,19.0,0.316,0.2729377024409282,39.526315789473685,15.0
Bis_K_Means_Acc,22.0,0.32,0.2644455497718656,34.13636363636363,13.227272727272727
