,k,target
0,32.337749626636366,0.28047783089537487
1,79.00785881920321,0.5893568016438581
2,61.291509286723816,0.5586654334791744
3,50.491337219959966,0.4386249058461876
4,14.637509875837358,0.07710284340619766
5,71.2461723003568,0.5368647458356328
6,77.66658284723351,0.5857770944405849
7,83.0,0.6181197725276211
8,82.99511537970321,0.6083208335100063
9,78.82971510131351,0.5861010074964241
10,77.87519136662812,0.5857770944405849
11,79.25050821964325,0.5893568016438581
12,79.49328152765273,0.5893568016438581
13,79.73971278399817,0.5893568016438581
14,79.99402766141154,0.5893568016438581
15,80.26948835141604,0.5937114212730885
16,80.53048699553509,0.5937114212730885
17,33.005427242265114,0.2800418318116424
18,78.35495336919313,0.5861010074964241
19,80.88146429540446,0.5937114212730885
20,81.21666101488279,0.5967153144127523
21,77.87605008754797,0.5857770944405849
22,81.70064691891804,0.5967153144127523
