Cluster_ID
27
34
5
8
19
3
22
13
17
5
19
36
10
22
45
37
27
38
3
38
19
44
19
17
26
20
43
0
4
9
24
9
5
22
38
5
35
13
1
10
12
40
43
24
43
44
36
24
43
38
13
31
4
39
10
45
10
17
19
2
18
30
3
18
45
20
1
20
13
12
10
45
27
34
44
37
10
1
20
40
38
20
34
20
10
29
8
22
5
17
34
13
22
14
26
3
40
2
34
20
45
38
38
22
20
40
3
26
19
44
7
40
3
19
10
26
29
34
38
20
22
40
1
34
44
1
10
26
44
5
13
3
38
45
22
40
4
31
43
45
9
38
9
3
21
3
18
9
40
22
39
21
26
27
30
10
1
28
40
24
22
22
19
20
40
45
2
40
29
20
40
2
20
14
38
38
45
10
17
12
45
38
45
19
10
45
5
45
16
32
1
38
44
36
34
38
20
1
2
5
21
3
34
2
37
3
9
44
39
20
26
8
1
40
30
45
38
1
45
37
7
9
44
38
20
9
44
40
1
44
36
1
39
26
5
9
1
10
5
38
44
12
45
10
1
20
31
31
38
26
38
22
21
45
40
29
45
26
40
34
10
1
21
26
38
13
2
43
29
44
24
45
29
26
45
26
16
1
3
26
45
21
18
26
30
36
45
40
28
26
44
3
38
5
34
20
19
9
45
27
30
36
22
45
19
17
44
45
43
39
2
20
26
2
10
40
24
45
9
3
40
9
34
37
20
15
19
3
40
3
39
39
45
3
14
30
38
9
20
20
1
29
29
17
13
40
1
10
26
38
13
45
43
22
22
20
46
27
20
20
22
6
9
44
26
4
27
17
38
3
36
22
6
1
17
45
9
10
5
38
38
39
41
3
1
45
1
14
17
34
45
22
10
38
38
13
38
20
12
43
1
22
10
10
14
37
38
18
39
7
45
17
18
22
45
30
32
38
26
13
40
12
45
38
1
1
18
10
18
1
20
45
45
10
31
13
13
26
30
31
4
45
38
10
9
40
38
26
34
38
34
1
14
40
39
18
40
20
40
1
38
3
5
39
40
30
40
26
3
38
4
2
39
9
34
10
5
38
44
34
45
20
18
20
18
38
13
26
34
39
4
38
1
38
9
30
45
18
1
27
45
1
29
14
1
36
38
22
13
44
1
3
40
1
22
40
3
24
40
10
20
18
10
1
30
21
27
10
31
38
26
10
34
5
43
38
34
14
3
34
39
15
43
9
39
40
45
45
20
17
10
10
36
5
30
44
3
21
33
45
10
1
14
45
37
5
15
10
45
3
20
38
5
40
36
24
18
45
1
40
31
17
40
17
3
20
38
45
22
3
3
36
20
18
9
10
10
10
26
45
2
45
10
22
22
44
45
34
27
26
5
21
13
1
3
15
37
34
26
34
34
30
19
19
21
20
1
31
38
16
39
24
3
40
30
24
44
24
10
31
5
12
45
44
6
11
10
40
20
1
20
17
5
45
25
27
43
40
0
30
3
40
19
40
45
10
45
42
26
20
10
39
44
10
40
21
11
20
45
38
40
9
30
38
13
10
38
40
21
8
45
3
39
34
10
26
18
29
34
34
10
3
36
10
18
45
45
24
23
31
20
36
26
16
31
37
37
22
43
20
44
40
40
36
2
10
37
9
45
30
22
30
45
21
13
21
47
3
37
11
17
39
36
3
8
5
21
31
45
26
22
