Cluster_Method,Opt-k,Accuracy,F1_score,Avg_samples_cluster,Avg_classes_cluster
K_Means_F1,48.0,0.376,0.32711813340479007,15.645833333333334,7.541666666666667
BIRCH_F1,67.0,0.292,0.22689768546701725,11.208955223880597,4.686567164179104
GMM_F1,69.0,0.288,0.2532038239275562,10.884057971014492,5.797101449275362
Bis_K_Means_F1,72.0,0.096,0.0771885926059839,10.430555555555555,8.291666666666666
